,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,건물명
11128,엄마쌈밥집,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 775,세종특별자치시 세종특별자치시 한누리대로,세종의아침
11129,젠카토탈케어,,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
11130,매직뷰티,,소매,의약·화장품 소매,화장품 소매업,"화장품, 비누 및 방향제 소매업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 83-3,세종특별자치시 세종특별자치시 조치원읍 조치원4길,
11131,우정랜드,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 봉암리 628-10,세종특별자치시 세종특별자치시 연서면 당산로,
11132,예체능휘트니스,,예술·스포츠,스포츠 서비스,헬스장,체력 단련시설 운영업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 745,세종특별자치시 세종특별자치시 호려울로,금남프라자
11133,카일이삼제스퍼,,시설관리·임대,운송장비 대여,자동차 대여업,자동차 임대업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
11134,더이엘투어,,시설관리·임대,여행사·보조,여행사,여행사업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 755,세종특별자치시 세종특별자치시 호려울로,네이버타워
11135,본가왕뼈감자탕,,음식,한식,국/탕/찌개류,한식 일반 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로,디펠리체
11136,수플라워,,교육,기타 교육,레크리에이션 교육기관,레크리에이션 교육기관,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 87-4,세종특별자치시 세종특별자치시 조치원읍 조치원4길,
11137,카페일마지오교육부점,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 634,세종특별자치시 세종특별자치시 갈매로,교육부
11138,옥토불가마,,수리·개인,이용·미용,미용실,이용업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 남리 366,세종특별자치시 세종특별자치시 조치원읍 장안로,
11139,피자헛,,음식,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 331-7,세종특별자치시 세종특별자치시 조치원읍 충현로,
11140,십리향,,음식,중식,중국집,중식 음식점업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 322-3,세종특별자치시 세종특별자치시 장군면 봉안산소골길,
11141,도화스크린골프,,예술·스포츠,스포츠 서비스,골프 연습장,골프 연습장 운영업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 1017,세종특별자치시 세종특별자치시 연서면 대첩로,
11142,크림,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,세종특별자치시,세종특별자치시,새롬동,새롬동,세종특별자치시 세종특별자치시 새롬동 583,세종특별자치시 세종특별자치시 새롬중앙로,새롬빌딩
11143,숯불장어구이도담도담,,음식,한식,해산물 구이/찜,한식 해산물 요리 전문점,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 674,세종특별자치시 세종특별자치시 보듬3로,까사누보
11144,카이저,,음식,주점,요리 주점,기타 주점업,세종특별자치시,세종특별자치시,전의면,전의면,세종특별자치시 세종특별자치시 전의면 읍내리 245-9,세종특별자치시 세종특별자치시 전의면 만세길,
11145,팡팡노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,세종특별자치시,세종특별자치시,소정면,소정면,세종특별자치시 세종특별자치시 소정면 소정리 196-10,세종특별자치시 세종특별자치시 소정면 소정구길,
11146,경산,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,반곡동,집현동,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로,지식산업센터
11147,소담메가골프존파크,,예술·스포츠,스포츠 서비스,골프 연습장,골프 연습장 운영업,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 557,세종특별자치시 세종특별자치시 법원2로,거북선1
11148,옷장,,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 57-13,세종특별자치시 세종특별자치시 조치원읍 충현로,
11149,동네분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 198-7,세종특별자치시 세종특별자치시 금남면 용포로,
11150,79대포,,음식,주점,요리 주점,한식 일반 음식점업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 738,세종특별자치시 세종특별자치시 남세종로,호려울마을7단지
11151,가미갈비탕,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 831,세종특별자치시 세종특별자치시 다솜1로,
11152,원기획,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,"전시, 컨벤션 및 행사 대행업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 328-6,세종특별자치시 세종특별자치시 조치원읍 허만석로,
11153,올블루씨푸드,,소매,식료품 소매,수산물 소매업,"신선, 냉동 및 기타 수산물 소매업",세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로,몰리브(MALLIVE)
11154,세인트,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 745,세종특별자치시 세종특별자치시 호려울로,금남프라자
11155,다다모바일,,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,세종특별자치시,세종특별자치시,다정동,다정동,세종특별자치시 세종특별자치시 다정동 938,세종특별자치시 세종특별자치시 다정중앙로,리치타워
11156,아름정원,,소매,식물 소매,꽃집,화초 및 식물 소매업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1184,세종특별자치시 세종특별자치시 달빛로,기쁨빌딩
11157,초이한옥초이카페,,소매,종합 소매,그 외 기타 종합 소매업,경영 컨설팅업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 대교리 113-69,세종특별자치시 세종특별자치시 장군면 대교해솔2길,
11158,더오케이약국,,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 727,세종특별자치시 세종특별자치시 한누리대로,SR파크센텀
11159,본도시락세종,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신흥리 63-4,세종특별자치시 세종특별자치시 조치원읍 대첩로,
11160,세종365치과의원,,보건의료,의원,치과의원,치과의원,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 747,세종특별자치시 세종특별자치시 한누리대로,에스알파크원
11161,성민,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,반곡동,집현동,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로,지식산업센터
11162,입시·교과학원,,교육,일반 교육,입시·교과학원,일반 교과학원,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 329,세종특별자치시 세종특별자치시 조치원읍 돌간1길,
11163,세종햇살가득동물병원,,과학·기술,수의,동물병원,수의업,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 717,세종특별자치시 세종특별자치시 보듬3로,
11164,트래블라운지,,시설관리·임대,여행사·보조,여행사,여행사업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1291,세종특별자치시 세종특별자치시 보듬3로,세석빌딩
11165,일미정한우가든,,음식,한식,소고기 구이/찜,한식 일반 음식점업,세종특별자치시,세종특별자치시,전동면,전동면,세종특별자치시 세종특별자치시 전동면 노장리 654-1,세종특별자치시 세종특별자치시 전동면 전동고가로,
11166,튼튼영어베이비리그세종센터,,교육,기타 교육,외국어학원,방문 교육학원,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 723,세종특별자치시 세종특별자치시 한누리대로,금강프라자
11167,스템학원,,교육,일반 교육,입시·교과학원,일반 교과학원,세종특별자치시,세종특별자치시,다정동,다정동,세종특별자치시 세종특별자치시 다정동 939,세종특별자치시 세종특별자치시 다정중앙로,다정센터프라자2
11168,한국사회적기업실천연구회세종지부,,교육,기타 교육,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 742,세종특별자치시 세종특별자치시 한누리대로,금강시티타워
11169,뽑기놀이터,,예술·스포츠,유원지·오락,기타 오락장,기타 오락장 운영업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 206,세종특별자치시 세종특별자치시 나성로,세종가로수길
11170,포르테음악학원,,교육,기타 교육,음악학원,음악학원,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 1375,세종특별자치시 세종특별자치시 마음로,강남빌딩
11171,꼬마옴므,,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 269-1,세종특별자치시 세종특별자치시 조치원읍 행복2길,
11172,피씨앤케어,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,"컴퓨터 및 주변장치, 소프트웨어 소매업",세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 대교리 586-7,세종특별자치시 세종특별자치시 장군면 대교길,
11173,바이크뱅크,,시설관리·임대,운송장비 대여,기타 운송장비 대여업,기타 운송장비 임대업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 203,세종특별자치시 세종특별자치시 금남면 용포로,
11174,디저트39세종새롬점,,음식,비알코올 ,카페,한식 일반 음식점업,세종특별자치시,세종특별자치시,새롬동,새롬동,세종특별자치시 세종특별자치시 새롬동 583,세종특별자치시 세종특별자치시 새롬중앙로,새롬빌딩
11175,엄마손맛한식뷔페,,음식,구내식당·뷔페,뷔페,한식 일반 음식점업,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 555,세종특별자치시 세종특별자치시 법원2로,리치타워2
11176,바우하우,,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로,뱅크빌딩
11177,의류종합뉴스,,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 26-2,세종특별자치시 세종특별자치시 조치원읍 장안길,
11178,이해건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,세종특별자치시,세종특별자치시,대평동,대평동,세종특별자치시 세종특별자치시 대평동 687,세종특별자치시 세종특별자치시 대평로,펠리체타워1
11179,대세맘,,시설관리·임대,고용 알선,고용 알선업,고용 알선업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 봉암리 598,세종특별자치시 세종특별자치시 연서면 봉암길,해피랜드
11180,세종시사진관꽃구름스튜디오,,과학·기술,사진 촬영,사진촬영업,인물 사진 및 행사용 영상 촬영업,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 660,세종특별자치시 세종특별자치시 보듬3로,세종한신휴시티
11181,두마리찜닭두찜세종새롬점,,음식,한식,닭/오리고기 구이/찜,한식 일반 음식점업,세종특별자치시,세종특별자치시,다정동,다정동,세종특별자치시 세종특별자치시 다정동 970,세종특별자치시 세종특별자치시 가온로,가온마을11단지
11182,교촌치킨세종,,음식,기타 간이,치킨,치킨 전문점,세종특별자치시,세종특별자치시,한솔동,한솔동,세종특별자치시 세종특별자치시 한솔동 927,세종특별자치시 세종특별자치시 노을3로,한솔빌딩
11183,빛셈수학교습소,,교육,일반 교육,입시·교과학원,일반 교과학원,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 541,세종특별자치시 세종특별자치시 한누리대로,타임빌딩
11184,세종우리탁구클럽,,예술·스포츠,스포츠 서비스,탁구장,레크리에이션 교육기관,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 675,세종특별자치시 세종특별자치시 보듬3로,새한빌딩
11185,제이염색&펌,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 193-43,세종특별자치시 세종특별자치시 금남면 용포로,
11186,세븐모텔,,숙박,일반 숙박,여관/모텔,여관업,세종특별자치시,세종특별자치시,부강면,부강면,세종특별자치시 세종특별자치시 부강면 부강리 448-3,세종특별자치시 세종특별자치시 부강면 부강2길,
11187,에이케이비즈니스파트너스,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로,뱅크빌딩
11188,금강장어마을,,음식,한식,해산물 구이/찜,한식 해산물 요리 전문점,세종특별자치시,세종특별자치시,연기면,연기면,세종특별자치시 세종특별자치시 연기면 수산리 90,세종특별자치시 세종특별자치시 연기면 조뱅이길,
11189,의전법인하람,,수리·개인,장례식장 ,장례식장,장례식장 및 장의관련 서비스업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 648,세종특별자치시 세종특별자치시 연서면 세종로,
11190,비전바디,,소매,의약·화장품 소매,화장품 소매업,"화장품, 비누 및 방향제 소매업",세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 657,세종특별자치시 세종특별자치시 도움3로,종촌중앙프라자
11191,우리할매떡볶이나성점,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 763,세종특별자치시 세종특별자치시 한누리대로,행복의아침
11192,충대우회전약국,,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1162,세종특별자치시 세종특별자치시 바른1길,
11193,규도니족발보쌈,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,대평동,대평동,세종특별자치시 세종특별자치시 대평동 671,세종특별자치시 세종특별자치시 대평로,태양빌딩
11194,카페손빚,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 달전리 271,세종특별자치시 세종특별자치시 금남면 닭재길,
11195,우리끼리키즈카페자동차마을세종,,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로,골드타워
11196,교동짬뽕,,음식,중식,중국집,중식 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 391,세종특별자치시 세종특별자치시 조치원읍 섭골길,
11197,공차새롬점,,음식,비알코올 ,카페,기타 비알코올 음료점업,세종특별자치시,세종특별자치시,새롬동,새롬동,세종특별자치시 세종특별자치시 새롬동 592,세종특별자치시 세종특별자치시 새롬중앙로,새뜸프라자
11198,대박신성공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 대박리 82-8,세종특별자치시 세종특별자치시 금남면 금남구즉로,
11199,세종낚시,,소매,오락용품 소매,장난감 소매업,"게임용구, 인형 및 장난감 소매업",세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 40-26,세종특별자치시 세종특별자치시 장군면 월현윗길,
11200,권안경원,,소매,안경·정밀기기 소매,안경렌즈 소매업,안경 및 렌즈 소매업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 788,세종특별자치시 세종특별자치시 나성북1로,메가타워2
11201,풍원상회,,소매,담배 소매,담배/전자담배 소매업,담배 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 35-2,세종특별자치시 세종특별자치시 조치원읍 새내8길,
11202,세종화백곰탕&냉면,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로,홈플러스세종점
11203,본만쥬,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,부강면,부강면,세종특별자치시 세종특별자치시 부강면 부강리 420,세종특별자치시 세종특별자치시 부강면 부강로,
11204,웰에스테틱,,소매,의약·화장품 소매,화장품 소매업,"화장품, 비누 및 방향제 소매업",세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 672,세종특별자치시 세종특별자치시 도움1로,메가시티
11205,영당주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,세종특별자치시,세종특별자치시,전의면,전의면,세종특별자치시 세종특별자치시 전의면 영당리 82,세종특별자치시 세종특별자치시 전의면 의당전의로,
11206,소담온헤어,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 521,세종특별자치시 세종특별자치시 국책연구원1로,새샘마을9단지
11207,필라테스,,교육,기타 교육,요가/필라테스 학원,그 외 기타 스포츠시설 운영업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 198-7,세종특별자치시 세종특별자치시 금남면 용포로,
11208,아름미듬약국,,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1362,세종특별자치시 세종특별자치시 보듬3로,해피라움4
11209,한국인력,,시설관리·임대,고용 알선,고용 알선업,고용 알선업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 205-19,세종특별자치시 세종특별자치시 금남면 용포로,
11210,하이바이올린음악교습소,,교육,기타 교육,음악학원,음악학원,세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로,몰리브(MALLIVE)
11211,오늘통닭,,음식,기타 간이,치킨,치킨 전문점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신흥리 269,세종특별자치시 세종특별자치시 조치원읍 대첩로,
11212,아워홈삼양냉동,,음식,구내식당·뷔페,구내식당,기관 구내식당업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 부동리 148-1,세종특별자치시 세종특별자치시 연서면 공단로,
11213,백월순대국,,음식,한식,국/탕/찌개류,한식 일반 음식점업,세종특별자치시,세종특별자치시,연기면,연기면,세종특별자치시 세종특별자치시 연기면 연기리 502-5,세종특별자치시 세종특별자치시 연기면 당산로,
11214,세종별빛,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,"컴퓨터 및 주변장치, 소프트웨어 소매업",세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 번암리 61-6,세종특별자치시 세종특별자치시 조치원읍 허만석로,
11215,금사인터내셔널,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 755,세종특별자치시 세종특별자치시 호려울로,네이버타워
11216,아이더세종어반아트리움,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로,더센트럴
11217,남포동갈비,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 38,세종특별자치시 세종특별자치시 장군면 당암길,
11218,세종서진테크,,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 966-11,세종특별자치시 세종특별자치시 연서면 오봉로,
11219,에슬로우세종나성점,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 714,세종특별자치시 세종특별자치시 한누리대로,SR파크도시형생활주택
11220,잉글리시에그남세종지사,,소매,오락용품 소매,서점,"서적, 신문 및 잡지류 소매업",세종특별자치시,세종특별자치시,대평동,대평동,세종특별자치시 세종특별자치시 대평동 687,세종특별자치시 세종특별자치시 대평로,펠리체타워1
11221,한국농산물포장디자인연구소,,과학·기술,광고,광고물 설계/제작업,"광고물 문안, 도안, 설계 등 작성업",세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 대교리 561-5,세종특별자치시 세종특별자치시 장군면 평기길,
11222,미농푸드,,음식,한식,백반/한정식,경영 컨설팅업,세종특별자치시,세종특별자치시,대평동,대평동,세종특별자치시 세종특별자치시 대평동 678,세종특별자치시 세종특별자치시 대평4길,해들빌딩
11223,비오케이랜드아비꼬,,음식,일식,일식 카레/돈가스/덮밥,일식 음식점업,세종특별자치시,세종특별자치시,반곡동,반곡동,세종특별자치시 세종특별자치시 반곡동 산101,세종특별자치시 세종특별자치시 한누리대로,메인타워
11224,굿모닝부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 270-3,세종특별자치시 세종특별자치시 조치원읍 행복길,
11225,코어씨엔디,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로,더센트럴
11226,베이크데이즈,,음식,기타 간이,빵/도넛,제과점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 720,세종특별자치시 세종특별자치시 한누리대로,세종행복타워
11227,박가스,,소매,연료 소매,가정용 연료 소매업,가정용 가스 연료 소매업,세종특별자치시,세종특별자치시,전의면,전의면,세종특별자치시 세종특별자치시 전의면 서정리 224-1,세종특별자치시 세종특별자치시 전의면 서정길,
11228,강남마트,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 705,세종특별자치시 세종특별자치시 시청대로,강남프라자
11229,더상식있는푸드,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 774,세종특별자치시 세종특별자치시 남세종로,호려울마을9단지
11230,경성칼국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 190-13,세종특별자치시 세종특별자치시 금남면 대평시장2길,
11231,퍼스트기획,,소매,장식품 소매,기념품점,"기념품, 관광 민예품 및 장식용품 소매업",세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로,디펠리체
11232,그린아이즈,,소매,안경·정밀기기 소매,안경렌즈 소매업,안경 및 렌즈 소매업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 716,세종특별자치시 세종특별자치시 한누리대로,참미르빌딩
11233,아트프린팅,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,경 인쇄업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 평기리 265-29,세종특별자치시 세종특별자치시 장군면 평기길,
11234,삼미상사보람셀프주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,세종특별자치시,세종특별자치시,대평동,대평동,세종특별자치시 세종특별자치시 대평동 77-56,세종특별자치시 세종특별자치시 금남구즉로,
11235,푸릇하다,,음식,기타 간이,치킨,치킨 전문점,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 748,세종특별자치시 세종특별자치시 한누리대로,한스웰시티
11236,오렌지빈,,음식,주점,요리 주점,기타 주점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 779,세종특별자치시 세종특별자치시 정부2청사로,에스엠타워
11237,"지에스25,세종양연점",,소매,종합 소매,편의점,체인화 편의점,세종특별자치시,세종특별자치시,다정동,다정동,세종특별자치시 세종특별자치시 다정동 918,세종특별자치시 세종특별자치시 다정중앙로,가온마을6단지
11238,인디브골프아카데미,,예술·스포츠,스포츠 서비스,골프 연습장,골프 연습장 운영업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로,디펠리체
11239,핑크베어,,음식,기타 간이,빵/도넛,제과점업,세종특별자치시,세종특별자치시,다정동,다정동,세종특별자치시 세종특별자치시 다정동 965,세종특별자치시 세종특별자치시 다정중앙로,가온마을7단지
11240,알파세종국민점,,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 779,세종특별자치시 세종특별자치시 정부2청사로,에스엠타워
11241,세종당구장,,예술·스포츠,스포츠 서비스,당구장,당구장 운영업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 93-1,세종특별자치시 세종특별자치시 금남면 용포쑥티1길,
11242,왕천파닭,,음식,기타 간이,치킨,치킨 전문점,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 1745,세종특별자치시 세종특별자치시 만남로8길,고운상가
